Id,OrderAt,StoreId,UserId
708d00c7-da09-488b-8530-c5199b028735,2023-04-27 24:51:14,d17e8c96-d32a-45fc-8af9-f35d14f27397,08e762fa-19fb-47d0-b786-62d896f9e7d3
171aaab2-3ec8-49e2-9926-9eb333a73a5c,2023-12-04 04:40:36,04f7d046-33bd-4d24-843a-2422a2a5c53f,93302372-2866-4452-a63f-ecb47ebc7d25
fc57c09f-d30e-436d-b6fd-b556d3a69b0c,2023-01-03 05:32:10,2aedb5d1-6f98-493c-b01d-22fd02235323,d8e168cb-5aee-4e07-904c-cfedb0648bb9
781b6c6e-c9a3-4bcf-8b6e-3495c395274e,2023-02-18 03:26:49,9bfacd29-2152-4306-b88f-e61444cd2318,b647be54-02f8-4ff6-8bba-9ae19835417f
6ffab958-19e6-4f70-bdea-16d40e464879,2023-05-30 12:03:44,bab81046-a6b4-4d6a-8818-90583dbaf5f3,576bf279-81b8-472b-857d-eb41228736e1
0f425133-72d4-44f8-82d5-a28dd4de7962,2023-11-20 02:53:42,bd518489-c458-42dc-8f3c-a514281feda0,8da44601-d685-4c20-b9b9-8ed3501fd310
3cd9feb9-6bb6-416b-a738-87457ea96ff0,2023-05-13 16:05:31,7953a37c-7956-483f-a8ee-f4cc5ac16bdf,48119b3d-f74d-4642-8249-2d7bc3ba674c
0130ced3-1b34-4dd7-9685-7d21550a0018,2023-11-10 11:30:26,73bc86e7-635b-41fe-807f-c5da0cf982fa,6bf2d726-51e4-4c6e-8678-d3c83a2273c0
041fa3ee-1a73-48c6-ad81-2531a455926e,2023-07-11 16:26:09,c07fc02d-991c-4270-a470-926677277af4,61708f16-027a-465d-996e-672a12f255f5
64b13ad0-5d92-4edd-877a-880f90edc7b7,2023-04-06 00:35:45,19426be9-5a1c-49fb-8b2d-8be8973de040,1da218c5-5c76-4afb-a4e0-2d9aa87eed5b
01a116c3-b52f-4f0d-9593-74e10a4bb719,2023-11-14 07:14:43,bc0eb152-4135-4203-9356-594befb9fc89,8da44601-d685-4c20-b9b9-8ed3501fd310
697dab60-f8f7-4a68-8276-aa9e351db6f6,2023-12-11 23:14:57,4a40cc82-2644-4d1a-8c21-d38c268d02e3,9204b0c1-36a6-495b-a942-3a101049136e
a3b131a2-10ac-4fe9-abd9-d4956df71d93,2023-11-06 24:29:23,74877b13-2f67-44d7-aebd-9c18b4b61cc1,ea616901-69a6-417d-a885-89733e22306e
ba7a087d-e75c-42a4-b813-73f046d28daf,2023-11-06 18:59:55,c5d9da61-c69a-4cc9-8e3b-64707bc0dd14,5cdd7989-889e-4d21-a114-a6ed252b1000
a5b0cff4-134b-466f-a20c-630bb269f1d1,2023-05-18 17:01:55,8c4b9dfb-483a-4987-9e3e-75da2be72f29,1f88c35e-e5f2-4940-9e82-820f9896ce36
9f7a2498-b2c9-4e41-a036-6d49d336c598,2023-01-20 24:45:17,49a68521-8a99-4c0b-a49b-72546088fa6d,18a12f28-383b-4d94-9db2-2f0552bdee19
2e36a2ae-d0f6-4541-86f8-ff9398f444cb,2023-05-18 24:03:19,468be0bc-598b-4543-bb04-763846385a0e,f9639671-b805-4ba8-a6fc-1bf39dbbe68b
b9d3d7da-57cf-4b84-a2b5-fdda59f4ab7e,2023-04-15 09:25:52,2e1262e0-05f9-4dec-97d3-f23d14bc11ad,42c38495-44c1-4305-8b6d-a7ea86b8a748
c35f6a73-8cd3-4516-b8c8-29e581dd00ea,2023-01-08 00:37:46,b85c1f0f-e858-4be6-8e42-50a18785133e,2c325c76-b95a-49dc-a15d-6c5b34581c0e
d2a5045c-2b91-41f8-81ea-7fe7ff9881b3,2023-05-22 13:47:57,5cd95610-faaf-445b-a02a-aacb26398cd2,53335714-0587-468f-a559-bb7541daca1d
5be6fdf9-2018-4352-99d3-a86c3518d5de,2023-08-10 20:09:04,0c129d8f-b52e-4940-bb64-a33763dd3a33,cc189042-4d47-4dcf-87f8-2f46609fb5aa
e70ebb2f-7552-48e9-bc39-4d8ea3647fd6,2023-08-26 16:19:43,1c030b8c-bbf7-4f1a-9bdd-a172b502e1e7,84a59ab3-a832-4bdd-9a12-3c4f1b2f6b7a
bc663d85-5259-4c81-8734-d8f206658ce9,2023-05-22 07:07:29,33e2d85d-f703-41a1-89ee-706862be6602,44c28f35-4404-493f-a7a2-441618c62621
17103a0c-20e2-41d9-bd0e-6754b5e35a6d,2023-08-01 12:03:16,8c3d3fdb-a26e-4b1e-b05e-c95a3c33060f,9b4faa13-8c4f-45d5-bb3c-b14f9a0f840a
31a20bec-4400-40b8-9b25-a2319e6ae713,2023-09-17 05:42:22,bd518489-c458-42dc-8f3c-a514281feda0,f8b86dce-88f8-46d9-ab08-51a93407ddae
241ec263-f220-4ab3-9342-601e551fa0fd,2023-03-06 13:39:07,80e552ca-eeaf-4c3a-bbdb-ec2a0ebe71f0,64a94b41-7ec5-496d-b61f-fdce871fc23e
64c5e3ba-08a9-47a8-b5c4-a9191ee57311,2023-06-22 15:41:11,e3c16433-1047-4526-8402-55ea60627408,aa646a68-40d9-4625-a3c4-7cf6e0f2fe73
73cb7690-a4d2-4622-aa20-0c089bf39794,2023-07-04 01:15:08,72ffd80e-1133-4827-afd2-98f129ec165e,c2777b28-e399-49d9-8960-30d6998010c0
436ec83b-72b8-42bd-8fc8-f3fb04cad52a,2023-02-01 00:03:55,3adb0274-b100-4035-8ffe-b84e81cfce18,0fb5567c-2fc9-42db-9204-9f421d36ee11
85139ebe-83c5-4b76-9e45-89b93c37de58,2023-10-15 04:36:16,dfacb68e-7742-4a6d-a834-168a9c0fcbaf,5b7b5a42-5c30-4483-8aab-5f324acb1590
2fac65b7-678d-4be2-a651-7ae3c0314221,2023-04-15 18:40:30,900c0bda-c6bf-49bf-bb66-c34c4a633c89,b01298cf-03df-4ccf-99aa-83c571cc7c8b
83c9f499-2e5b-4391-ad18-5fb826d41007,2023-09-30 14:51:56,edca6bc1-b806-4a71-b7e5-7776c83bb537,27ee7fb8-4b32-49af-bfc7-c1ff4edd6b1a
55bce1a3-1f12-4bea-a2da-e0fb67c9d348,2023-05-27 14:21:34,11fe53c1-8c73-42cc-9f6f-7b1a39b20654,c83ffb70-de0a-4b56-9381-800fe4c39e61
13630d96-38a4-42d0-bda0-01105b4cb690,2023-01-02 13:45:19,b6b2bb1a-ddef-42b6-8019-f33f7c961238,3c573723-37cd-4759-973e-469db50c58a4
edfc2719-7f68-4a67-a7fc-770855557131,2023-12-30 07:08:08,060bb449-354f-4764-8164-0ca22816d87c,93e140fe-7448-4b3e-9ab6-54226ee920dd
67634d53-f0f0-47d4-b141-c9b74d8f5005,2023-05-18 01:04:49,4f8bc1d1-d53d-4845-8c7e-06e960b73652,5f800e34-fba5-4eaf-962d-821da9cb1812
6b68e64e-ca9e-401d-aadb-4266dbfcf3e2,2023-03-31 00:16:30,f70a0672-1675-4a22-a54d-38f932f96cee,dc2df554-2500-4d27-9330-c6cc1a545d6d
c40fa61f-e2d3-4f73-a454-23103711924f,2023-06-17 22:44:40,da408034-0c16-44af-b395-c5830146f499,60a61df4-da09-492a-89dd-ef2e1205d8b6
b235aa12-899f-4f57-93af-ea260e4b8c32,2023-03-01 11:00:37,74bfabe0-afa2-4915-8289-6688849983b8,354a0c78-fa0c-40f3-ab5d-e60443c42f5f
b5b6df42-a534-473f-8e7b-f9acbeb2fba3,2023-01-16 08:44:50,fe788ab3-5994-4fc2-8147-d95882052362,7263e93d-4316-4173-a10f-8ad5579c1045
d28a32cd-7cd6-46f1-89c7-73a521158b50,2023-03-02 09:37:08,620f2155-d1cc-4d38-8c39-d35c36ae5278,61708f16-027a-465d-996e-672a12f255f5
a7f0e942-ed6c-4ecf-bf5f-05a7e669eee4,2023-11-18 05:57:40,ad55298d-0717-4dc9-ac05-51cc233894cf,b1086826-138c-47cd-967d-955f281a2756
8817d1f6-f45d-43e2-a09f-cfa97b718ac0,2023-03-12 12:39:09,301ae6a7-b590-471d-bc44-798de42abf13,ba8b16b4-328b-4d3b-822e-efa6a002f191
6142339b-3f98-45dd-b561-48348217c139,2023-05-05 18:51:47,4d6058d3-0637-481f-a541-8622f1813021,f7798bd1-b7ad-481d-9d19-2c67e85335c7
76ff8fb4-d52f-4c1c-97d9-af1aec1e5e31,2023-07-16 10:12:06,488f49f0-211d-46bc-b1b0-e5fdbb81bd1b,0a9c330a-4622-453d-8bfd-33c6bfa90818
fdd8193b-a59e-47e2-9233-0a00ae3f4701,2023-09-19 24:01:59,9afe9879-5814-4d68-86f6-1a4c403115a1,173dbeb5-8ec1-40d9-93c2-d1239bcc2ebf
4bc7d2e2-753c-4510-9053-0e53625303a3,2023-03-01 08:04:44,17f91674-201f-49ae-a61a-bef1e69f01e4,1eb33b68-1b7c-4c8f-a4de-27fcb859ba4c
2ab4d2d7-bdcd-4dd0-8610-7df53a61fe0a,2023-06-07 15:23:31,ed1be908-b4a3-4b92-a4bd-a0e98eaf9063,7d4e3c91-1416-4e44-b347-a44c723b3420
22e2a9d9-7792-4804-8996-caae57ac2ea4,2023-06-24 03:59:08,24a35f9f-ddda-454c-88eb-463943d1a300,66c6ffd5-ba90-4374-8493-9cc37b045f2a
98139607-3cef-4214-98a1-cd785fe55ad1,2023-05-10 12:35:00,0538f9b0-ea85-4741-a1fb-b44070407d03,d4a69ac7-3e2d-4ffb-86a7-cbe897cbda94
dd1dd628-0da1-4be0-be9f-a866443c6e6b,2023-11-05 14:48:25,fe788ab3-5994-4fc2-8147-d95882052362,5b96d003-3429-4289-b27b-b8bafd5e5f29
afbb929a-4fee-4cd1-9569-2c62df077bb9,2023-11-11 07:48:51,9cadd59d-df51-44db-803a-89c47e220d93,1b8cef89-d7d6-4ca2-98d1-6de9b92d56d3
3c6af9e5-733c-469d-a77b-87605d6ac2fe,2023-09-26 01:18:22,8c3d3fdb-a26e-4b1e-b05e-c95a3c33060f,8951dc8b-a2c5-4af0-95fe-4353b3b40332
5c69be11-9744-4198-b989-bdc08ebb8010,2023-12-20 13:04:01,786fab54-7a02-4fc6-9388-42cf9a30f530,1b8cef89-d7d6-4ca2-98d1-6de9b92d56d3
52617a6e-2726-40b4-9cc8-db4b0d60acaf,2023-05-28 01:46:55,69a6f5c7-fc01-4f78-a2c1-e26a942868ca,af2be335-f12d-4812-ac26-67711bf8572e
