Id,Name,Type,Address
fb698d43-1200-4fa0-a0eb-e42493e8c3a5,커피빈 구마포구 9호점,커피빈,서울시 구마포구 12길 94
3dbeb1ad-f23e-4dd8-a153-e388fedaf04d,탐앤탐스 의령군 3호점,탐앤탐스,강원도 의령군 96로 19
197bd3c8-a488-41d6-9641-5f663975a5f7,메가커피 태안군 9호점,메가커피,전라북도 태안군 25로 30
558ebaaf-7b41-4a4a-bcf1-3c892011ff1e,탐앤탐스 남구 9호점,탐앤탐스,인천시 남구 55로 93
350633fd-1a51-4580-b4f0-d55c50af8a47,메가커피 제천시 1호점,메가커피,충청남도 제천시 54로 78
53c1a2a6-71f3-4cd3-9714-ad696fac1994,탐앤탐스 서구 4호점,탐앤탐스,인천시 서구 75길 97
0bfc9d91-d8dd-4655-9e39-dac6cd34bcc4,메가커피 정선군 5호점,메가커피,충청북도 정선군 40로 34
0840ee41-dde8-4916-8809-9783c591d092,탐앤탐스 대덕구 5호점,탐앤탐스,광주시 대덕구 60길 42
6869f33d-531b-4247-9fa1-f04d9af17550,투썸플레이스 제주시 7호점,투썸플레이스,제주도 제주시 76길 31
023513a3-ec16-4366-95b9-07f8ad3fdcb7,커피빈 예산군 9호점,커피빈,전라북도 예산군 60로 27
0c129d8f-b52e-4940-bb64-a33763dd3a33,탐앤탐스 동구 3호점,탐앤탐스,울산시 동구 53로 25
350166b2-3db5-474b-9f25-7ac18398e678,투썸플레이스 예천군 5호점,투썸플레이스,경상남도 예천군 17로 41
46a95e6f-d5d8-43da-b8f2-e946dfe9b485,이디야 제주시 3호점,이디야,제주도 제주시 13로 71
ae632d3f-3dc6-47b5-9f35-56b1ee76059b,이디야 유성구 5호점,이디야,광주시 유성구 74로 30
468be0bc-598b-4543-bb04-763846385a0e,탐앤탐스 유성구 5호점,탐앤탐스,광주시 유성구 54길 30
e6683810-5f10-4d31-a4e1-7acda32aab5a,스타벅스 서구 5호점,스타벅스,대구시 서구 60로 36
95cccf97-6cba-44b9-9cc6-e652ede9e04a,투썸플레이스 동구 6호점,투썸플레이스,울산시 동구 66길 71
bab504d2-5117-4c91-9106-c1a173fd65fc,스타벅스 괴산군 4호점,스타벅스,충청남도 괴산군 53로 50
138c397d-9490-4d45-848c-c0052056433b,스타벅스 강릉시 8호점,스타벅스,충청북도 강릉시 82로 35
36c0a7b8-298d-4863-8c75-11c31d919b18,이디야 중구 6호점,이디야,광주시 중구 91로 31
d966fc9c-c949-4776-be33-669715f703ee,커피빈 성북구 6호점,커피빈,서울시 성북구 12로 64
5b46fbe1-d57e-4198-a19b-0fdbde6bd34f,이디야 동구 1호점,이디야,대전시 동구 21로 67
3748f536-416d-4fbd-b539-529efc0f76cf,탐앤탐스 동구 8호점,탐앤탐스,인천시 동구 91길 59
2294e36b-e98a-40d3-8a4a-8a5449ec181c,스타벅스 영암군 7호점,스타벅스,경상북도 영암군 66로 72
9fabfbbf-8c04-408c-a512-2bcf388a2d8c,이디야 목포시 9호점,이디야,경상북도 목포시 21로 96
73576841-ba4e-4d85-9550-d7cbd12af170,이디야 완주군 2호점,이디야,전라남도 완주군 10길 54
3adc6dc5-3eb4-4ba6-ac34-e3d14b530c4b,투썸플레이스 서귀포시 5호점,투썸플레이스,제주도 서귀포시 96로 73
b67afdff-b4ec-4507-8508-a6c1c7865f12,커피빈 동구 4호점,커피빈,부산시 동구 57로 92
d935bf37-022b-421a-ac7b-dd803344b869,탐앤탐스 수원시 2호점,탐앤탐스,경기도 수원시 23로 20
4f8bc1d1-d53d-4845-8c7e-06e960b73652,탐앤탐스 의성군 5호점,탐앤탐스,경상남도 의성군 46로 51
759638af-4950-4402-964d-11d4a84180f9,스타벅스 수성구 1호점,스타벅스,인천시 수성구 51로 70
77eabf3c-7eb1-489b-a5e6-941215332300,스타벅스 봉화군 4호점,스타벅스,경상남도 봉화군 75길 77
55cbfe90-a6a8-456d-8a7f-110a7c6e2eb4,커피빈 서구 1호점,커피빈,인천시 서구 50로 87
c07fc02d-991c-4270-a470-926677277af4,이디야 동구 2호점,이디야,울산시 동구 64길 48
1da609c1-745d-4a42-8a71-4f69ec8319b8,스타벅스 북구 3호점,스타벅스,대전시 북구 61로 06
ee2db93a-e131-4d79-9d3d-808f893ea0ca,탐앤탐스 중구 5호점,탐앤탐스,서울시 중구 92길 57
195c1ff4-1c5e-4623-9a3d-279811972352,스타벅스 동구 9호점,스타벅스,광주시 동구 53로 08
e90ddbbf-f63f-4400-8541-e38c795cad8a,메가커피 남구 2호점,메가커피,인천시 남구 15길 19
82c24040-0e4b-47f4-a3db-7ed86beecdb6,이디야 세종시 4호점,이디야,세종시 세종시 27로 34
c7b86df5-5b04-4dd0-b7e1-10ebe729602e,커피빈 강동구 1호점,커피빈,서울시 강동구 46길 47
0c08075e-e0a2-440a-8b5c-fac53c5284f1,투썸플레이스 고령군 6호점,투썸플레이스,경상남도 고령군 33로 48
4e4b8eae-e376-4c31-a520-47f854459cbc,스타벅스 신안군 2호점,스타벅스,경상북도 신안군 37길 53
900c0bda-c6bf-49bf-bb66-c34c4a633c89,메가커피 중구 9호점,메가커피,광주시 중구 14로 06
2e1262e0-05f9-4dec-97d3-f23d14bc11ad,투썸플레이스 군위군 5호점,투썸플레이스,경상남도 군위군 08길 06
f2c8f92d-9129-40ed-8542-3d792a6ac273,메가커피 음성군 7호점,메가커피,충청남도 음성군 62길 03
ddda5e93-e878-49bd-ba29-89e256d421bf,메가커피 세종시 4호점,메가커피,세종시 세종시 88길 28
28d257c9-d6af-4640-be64-b458b1f02900,메가커피 유성구 1호점,메가커피,광주시 유성구 37길 70
db8a7e8d-6872-4a69-b8c0-7a3774083205,스타벅스 서초구 4호점,스타벅스,서울시 서초구 45길 94
f9b5f19b-e6b6-4564-8658-1222ce7d1df9,투썸플레이스 세종시 4호점,투썸플레이스,세종시 세종시 10길 18
49f46063-fcff-4093-99d2-e57b4c02a1f8,탐앤탐스 제주시 5호점,탐앤탐스,제주도 제주시 49길 04
0ab3de51-9929-49f8-80b1-73c5c63609ff,메가커피 중구 4호점,메가커피,인천시 중구 60길 02
a4bcb211-7dc1-49c5-a9c8-1660e8d9c056,스타벅스 청양군 4호점,스타벅스,전라북도 청양군 09로 27
bc0eb152-4135-4203-9356-594befb9fc89,투썸플레이스 서귀포시 9호점,투썸플레이스,제주도 서귀포시 34로 81
caa0b120-09e5-40d2-97c6-1508483466e9,투썸플레이스 화성시 7호점,투썸플레이스,경기도 화성시 65로 16
a22533e7-46f3-439e-bbb1-be617a8e217e,메가커피 원주시 3호점,메가커피,충청북도 원주시 22길 43
a6199120-1bbc-4124-8a7f-d2f8594c0f77,투썸플레이스 광산구 8호점,투썸플레이스,대전시 광산구 05길 67
