Id,Name,Type,UnitPrice
191e4ef6-0582-467e-8fae-050923627113,Carrot Cake,Cake,6000
73aeed87-b09d-4483-897d-54bb0c478da7,Cappuccino Coffee,Coffee,4500
8d2fbc9c-9235-4fd4-9acc-6cca85ca9af3,Vanilla Cake,Cake,5000
215752c5-36be-4e0b-a569-4d0b2fb57aa0,Chocolate Cake,Cake,6000
74e17636-3748-41c5-83f8-e5f3673f23c0,Pineapple Juice,Juice,3500
dc402aaa-c5c8-4fd1-9fca-eec41d22fc2a,Cappuccino Coffee,Coffee,4500
35a25f50-bba0-46ec-adb1-a4e369e769c3,Carrot Cake,Cake,6000
16175808-6faf-4fc2-8ed8-37a25a66fc18,Americano Coffee,Coffee,3000
af7c3e6e-10c8-4b56-bbb7-ccfe4144e3df,Pineapple Juice,Juice,3500
ed9b763c-3f83-43b1-8188-95071073ef98,Carrot Cake,Cake,6000
c30ab4b6-2c07-4b3a-b9de-b6ea1d43d83b,Watermelon Juice,Juice,4000
b4382492-1b14-4608-a173-2341c93d1471,Latte Coffee,Coffee,4000
24573494-af71-4ab7-8f19-b263c321d440,Chocolate Cake,Cake,6000
78522eb6-e4b4-48c2-86c1-bb5ec91f3072,Chocolate Cake,Cake,6000
85e6906e-29f4-4384-8e55-455c5ef7c4b2,Cappuccino Coffee,Coffee,4500
69c6c178-6461-4937-897c-fd0be99341eb,Red Velvet Cake,Cake,6500
3203e2bb-93b9-4bad-891c-faf0801cd357,Grape Juice,Juice,3000
168fa373-f75a-4d69-8e9b-872f14bdf82c,Mocha Coffee,Coffee,5000
f8489f7c-e273-43fa-bcde-8fe8e832f52a,Red Velvet Cake,Cake,6500
8b04b121-0a2d-4586-acb4-4e363c73fc1c,Grape Juice,Juice,3000
4e24714f-3d30-4b21-aa57-3c0824eab8ae,Grape Juice,Juice,3000
3d68efb5-17a5-4a55-b841-65a230cbe5b0,Latte Coffee,Coffee,4000
77764efe-5150-454d-8537-c8ca4c41d56c,Strawberry Cake,Cake,5500
29c9405c-8ced-46c5-b715-670131b094e7,Vanilla Cake,Cake,5000
c5d335ac-4d5a-44ee-933b-b0de13a3a2c8,Red Velvet Cake,Cake,6500
f5f9d9bb-afa5-4ec0-b2cd-ce916fb26204,Watermelon Juice,Juice,4000
20fd3a9b-9fdb-4493-8133-da68ffc7b29e,Latte Coffee,Coffee,4000
39091bb9-22fe-4c3c-9a74-30c388d218b8,Watermelon Juice,Juice,4000
9be22b3f-ab30-4f3c-a608-ee33a85884cd,Espresso Coffee,Coffee,2500
410f5bad-11ab-4e10-8beb-dc4f0590d142,Espresso Coffee,Coffee,2500
956eeb87-1f8e-4435-822d-c926e005638b,Strawberry Cake,Cake,5500
0dd50e8b-f442-4aec-a193-9a856df0f772,Latte Coffee,Coffee,4000
c9afd4f5-69a8-4b84-bcc0-73bbe6026b06,Orange Juice,Juice,2000
904a57bf-c3ea-4bc6-b4af-f180b4864ad9,Orange Juice,Juice,2000
38a62b0e-8642-4eb6-8d6d-d0ebb3c40b39,Apple Juice,Juice,2500
89dc1cf7-b483-49d5-97a0-5f5e82adb3e7,Orange Juice,Juice,2000
b0f9a40e-979a-413b-b7ca-ada46dfccd90,Mocha Coffee,Coffee,5000
64064b10-2cd9-4cfd-88cf-eb6b4e694a16,Americano Coffee,Coffee,3000
2c4479db-306f-49aa-9aab-c40f5ab80895,Cappuccino Coffee,Coffee,4500
a7cc57ed-021b-4c3e-8acd-ef5f635ef3ac,Strawberry Cake,Cake,5500
92a86dae-5d22-4ad2-a8ae-085de3f1b4f0,Espresso Coffee,Coffee,2500
4043a9a6-965b-4fdc-88b8-1d2cfe9e631b,Orange Juice,Juice,2000
9846a73a-461d-47a6-93dc-c980a57cbb89,Pineapple Juice,Juice,3500
20c58ecc-11a6-466c-869b-f4fd3aec8d1e,Watermelon Juice,Juice,4000
5d0ce2dc-1c65-41f5-93ae-6f61ad4f5bdd,Apple Juice,Juice,2500
d68f8ee4-9825-42ab-8768-7ebf2af3b8e9,Apple Juice,Juice,2500
1c7c03fd-03f7-4076-9c9a-03ae053faf5d,Grape Juice,Juice,3000
1a49335e-bf24-41a8-8b5f-323a28e76769,Mocha Coffee,Coffee,5000
26994062-6c0b-4ad0-afa0-5de5a765331e,Espresso Coffee,Coffee,2500
b3a6d5c7-a0b2-4cc6-97a0-cf64edf55885,Chocolate Cake,Cake,6000
8c76a765-c811-4e37-9f40-6df59c203b2e,Apple Juice,Juice,2500
0d142a1b-4cd3-46cd-80d5-bc65945e0c0b,Mocha Coffee,Coffee,5000
a280e48e-07e1-4939-88ab-f3e77d4ecb6f,Apple Juice,Juice,2500
6a41067c-e24b-4de0-a3e8-1b56eb4a789a,Orange Juice,Juice,2000
296d0618-4a0a-4635-b361-39f64ed55d91,Latte Coffee,Coffee,4000
fabccc3f-237a-462a-8832-aab13ed57193,Watermelon Juice,Juice,4000
0ba97178-75e6-4f86-96b3-c303f00989b5,Mocha Coffee,Coffee,5000
7394f9da-cc83-4edd-a3e5-7da806e92a4c,Cappuccino Coffee,Coffee,4500
b49a8382-9870-4a15-8c91-20ef7b430070,Vanilla Cake,Cake,5000
918ee16f-3cae-4693-8eef-eacd56a711ed,Mocha Coffee,Coffee,5000
347761d7-fb12-4094-ba9f-42dc1caa0b3d,Grape Juice,Juice,3000
b5cfc088-e057-413d-a16d-ec950b57d9b9,Watermelon Juice,Juice,4000
770cb54f-12d6-457f-bc3d-689838fb879e,Espresso Coffee,Coffee,2500
757d040c-01b8-4010-93ee-66e9eec14603,Americano Coffee,Coffee,3000
7ec4e8e6-69e2-4789-9187-717b6a80c3e1,Espresso Coffee,Coffee,2500
e41762be-9a26-4032-9a7c-a2aaccd80a45,Espresso Coffee,Coffee,2500
0033cd88-6777-4ce7-8084-b1c73db90867,Chocolate Cake,Cake,6000
737e4e13-a1a0-43e8-b86c-8b4bd339377f,Watermelon Juice,Juice,4000
a08b72fa-ee16-4a63-8a64-fda711194723,Chocolate Cake,Cake,6000
90d7d551-3668-400c-be01-06faa08f82b8,Carrot Cake,Cake,6000
ae3bff8c-301b-434a-b3df-c4f8660a7bbe,Watermelon Juice,Juice,4000
44b97939-9048-449b-a1ef-4da406b39d0e,Grape Juice,Juice,3000
0654a93e-3c67-4d67-8842-8742760ceb07,Strawberry Cake,Cake,5500
ab6ee351-edc3-4fda-bf7a-c5f2a7eddcca,Grape Juice,Juice,3000
d9e3d63a-7aea-41b7-890a-5cfc46474919,Cappuccino Coffee,Coffee,4500
bd21c8cf-3b51-42d5-84e7-200de50e8e5b,Vanilla Cake,Cake,5000
0e273f6d-9b4c-4c06-b320-86b4c7663247,Strawberry Cake,Cake,5500
5a5d62f0-5784-4e65-a96b-6d6445e93f5f,Mocha Coffee,Coffee,5000
a0f236a6-4984-4298-89c1-8a0d7eab5de2,Watermelon Juice,Juice,4000
5812f784-fa90-4000-bfe8-e22bfca5a4d7,Strawberry Cake,Cake,5500
71f25ae7-3761-41ca-bbac-477b95685cc5,Apple Juice,Juice,2500
25a0fa34-0424-46a6-9bb5-3c55823b52d3,Vanilla Cake,Cake,5000
a5d6fd74-94dc-473b-b417-fce6713b6fbf,Pineapple Juice,Juice,3500
3fd3fb7f-2a79-41eb-ad63-5fcb45120172,Watermelon Juice,Juice,4000
7a4ce4d8-7bf6-4e97-ad2e-cb68de194c38,Watermelon Juice,Juice,4000
71e34d79-9aae-4b5a-8174-abd9da04642e,Watermelon Juice,Juice,4000
baba79df-a739-44ea-93c9-5388e748a5b0,Americano Coffee,Coffee,3000
0527b5d5-97c3-4a69-bd06-98d15639a799,Apple Juice,Juice,2500
22b8f5a6-91c3-415c-9202-9f77286107bb,Mocha Coffee,Coffee,5000
5412a558-7708-4c94-ba95-72ba342b4722,Latte Coffee,Coffee,4000
5fd9c7b2-5ece-418b-8d33-19ce1d50c49d,Carrot Cake,Cake,6000
aa672fd2-417d-4967-942b-c4282c9f17cf,Americano Coffee,Coffee,3000
3c725635-7d4b-4c4e-9d55-f3c06369df8a,Latte Coffee,Coffee,4000
9fb0d47a-9e2d-44a1-941f-5a77f9dbd075,Espresso Coffee,Coffee,2500
e1cf6666-ea18-4bfc-9201-97e94a083181,Mocha Coffee,Coffee,5000
8837ab77-f4b7-4735-bb72-8ad564c98468,Vanilla Cake,Cake,5000
d9c2c5d5-bd0d-4a56-82d1-39f089dc4ab1,Watermelon Juice,Juice,4000
b09d62d6-dee8-437e-b089-471990ed2c3c,Cappuccino Coffee,Coffee,4500
b3d1611c-6818-407a-90b0-efc83727f5ed,Orange Juice,Juice,2000
177859c8-5080-4c02-a561-3ab35a0e871a,Cappuccino Coffee,Coffee,4500
2c765850-1f6d-44b3-80f9-102d59a9194c,Cappuccino Coffee,Coffee,4500
6f890871-93cd-425a-93f2-86bfea6ec071,Vanilla Cake,Cake,5000
386d7791-5bce-4dce-8310-3dadb2111a0d,Cappuccino Coffee,Coffee,4500
56ff69c3-fbb0-40e9-b855-9038469c32d1,Vanilla Cake,Cake,5000
c9e77d4e-749c-49ee-a44b-76e9ff3507ec,Pineapple Juice,Juice,3500
f599568e-1ede-412b-a478-2bcdc0decf81,Pineapple Juice,Juice,3500
be8c5f4f-421f-4808-b3b7-21305cc28af6,Americano Coffee,Coffee,3000
89ddc3bd-5431-4161-8ada-5986e534b3f2,Carrot Cake,Cake,6000
722a982c-b2bb-488f-a2b3-92967843d694,Carrot Cake,Cake,6000
571cd1f4-f9d7-4c6b-b622-b5e08f329e7e,Espresso Coffee,Coffee,2500
ce2be2d3-185a-4a21-96e5-2db738df3415,Mocha Coffee,Coffee,5000
4440b3ab-54bf-4702-b083-5fce2918d1ba,Carrot Cake,Cake,6000
5beb8802-8466-4778-8051-4c9b81052b0e,Americano Coffee,Coffee,3000
f4407f0d-a11b-4232-9ddd-70b1868bd172,Red Velvet Cake,Cake,6500
6c234bf4-102b-4c46-ac2f-a0e9e4a9ae65,Carrot Cake,Cake,6000
6f21d918-53bd-4e33-a958-26433bba055f,Watermelon Juice,Juice,4000
d96dace2-cc3f-4730-952c-47600c8cb5d9,Grape Juice,Juice,3000
e34d3720-66d4-4181-bf37-c8b984259fc7,Espresso Coffee,Coffee,2500
8a513dda-54db-433f-a096-f51ba72e735c,Chocolate Cake,Cake,6000
58718ae7-c337-4b7c-9a36-f589afcfbf73,Red Velvet Cake,Cake,6500
0b035c7a-8c1d-41d1-8eea-ec8623585a3b,Watermelon Juice,Juice,4000
a677e5a8-b921-4f51-aa43-45d82f2b0410,Americano Coffee,Coffee,3000
a8252b95-9880-462e-89fa-9d2e324d0755,Red Velvet Cake,Cake,6500
556a0e7a-4d2f-4705-bd56-2934137a108a,Americano Coffee,Coffee,3000
0998c995-b516-47d7-918a-ae4a492aef8e,Grape Juice,Juice,3000
a685babf-16da-478e-97fc-ce6a7a889174,Watermelon Juice,Juice,4000
f9bda6ba-6775-4853-8455-79fc2978cd39,Americano Coffee,Coffee,3000
46ab1d53-704f-4710-8bd9-a45112b27928,Strawberry Cake,Cake,5500
dbf2d87e-b2e3-4d26-9522-af0fd6c06d90,Latte Coffee,Coffee,4000
1f9ad613-4663-4181-9835-8ad3a587c52b,Grape Juice,Juice,3000
0dedce09-cc2a-4bf0-bdf1-75dc84544af5,Red Velvet Cake,Cake,6500
4304cdb4-c44a-4e8f-9dbe-aa266a8bba01,Strawberry Cake,Cake,5500
8073ac4f-c2b1-4e99-8741-f76837fd6ff8,Chocolate Cake,Cake,6000
ca43d9a8-69ea-4539-ad38-846c8f9b65cc,Chocolate Cake,Cake,6000
5c3c7bea-ca91-4d2a-99a8-f1b234809812,Pineapple Juice,Juice,3500
36a2068f-10cb-42aa-9ebc-d07ad1dd44d1,Orange Juice,Juice,2000
45b6365a-2920-4b3b-b244-c1fd9f74a4c2,Mocha Coffee,Coffee,5000
c0057194-7169-4040-894e-9687df86eea6,Espresso Coffee,Coffee,2500
e0df6626-23f7-43da-a4c7-c7969503f893,Espresso Coffee,Coffee,2500
9043b474-9690-4137-a085-488fbdd403a4,Cappuccino Coffee,Coffee,4500
4e25ee6c-519b-4c84-9d2b-34898e2f15f6,Chocolate Cake,Cake,6000
0d5f1b70-f1f1-4c8b-9782-bbdbf4456ecb,Grape Juice,Juice,3000
bb9816ea-a9cc-4090-87ee-6de8b29ba7d5,Watermelon Juice,Juice,4000
5aa5d887-326d-432f-b9b6-1159327c59a1,Apple Juice,Juice,2500
846e0ae8-6905-40d9-8060-5ff9efd4e1d4,Red Velvet Cake,Cake,6500
b17d81d1-266d-487c-9535-fbed1f43335e,Orange Juice,Juice,2000
6f2f703e-483c-4739-9c21-bcc212fa5885,Mocha Coffee,Coffee,5000
3e74b686-0f1a-440a-8aef-5646f21a2b83,Pineapple Juice,Juice,3500
6aff4115-e801-476e-91b9-e150dd49d489,Grape Juice,Juice,3000
a5400f9c-44dc-4182-b071-3cc8a95f80dc,Cappuccino Coffee,Coffee,4500
99d2a07a-268c-4ec1-a4ee-b718a1a35e4b,Espresso Coffee,Coffee,2500
ea389be8-78b1-4938-a2d5-6da00dda2652,Chocolate Cake,Cake,6000
df733438-f3ac-4097-ab60-ffa881375fcd,Carrot Cake,Cake,6000
d9bf0c6a-3283-4615-9026-9d13c900b7f5,Watermelon Juice,Juice,4000
e8c1980d-437f-4012-b64a-8ccd256b9838,Latte Coffee,Coffee,4000
615a833f-e4f2-4c53-99b9-a48a6830768c,Apple Juice,Juice,2500
a3d3dc22-dbe5-489a-bab7-2378dfdbdc6b,Orange Juice,Juice,2000
b0ac3ae1-8ce5-4b7e-835d-9f42468edf3e,Strawberry Cake,Cake,5500
56e215a8-3d9c-426d-9521-402dba9cf4be,Espresso Coffee,Coffee,2500
183aa079-0e92-4404-8e24-2e736867b428,Latte Coffee,Coffee,4000
6adefd48-0fc9-4674-98a9-1be4c76f6d90,Orange Juice,Juice,2000
e6ff524e-2c7a-4b4b-ba9a-f2baccb67b60,Red Velvet Cake,Cake,6500
9ec19d3f-e341-4973-be8d-8e281fcbdf85,Espresso Coffee,Coffee,2500
e28fee9a-a9b6-4e58-8238-48abaafe768a,Pineapple Juice,Juice,3500
046b5e6f-b20f-407c-a943-21e7d492435e,Red Velvet Cake,Cake,6500
06bbdbec-8c5b-443f-b6f6-1ee6d0513f14,Red Velvet Cake,Cake,6500
56cf7a3d-2a86-4add-9f76-c79736eb056d,Cappuccino Coffee,Coffee,4500
44413a0c-0e0c-4fac-85e8-9faede633349,Chocolate Cake,Cake,6000
4b093c4f-94d3-4bf8-989e-2a4fbc2af3c8,Strawberry Cake,Cake,5500
c40ae56e-99d2-4b52-b4ea-eff1a19c8697,Watermelon Juice,Juice,4000
0db63d49-76bf-4100-84bc-5fb8cf0a16de,Apple Juice,Juice,2500
f5651ea2-9854-4141-94f1-134905900926,Chocolate Cake,Cake,6000
d4f056a1-878b-45f9-959c-8181a230f5a7,Americano Coffee,Coffee,3000
13fe8b44-f0ad-4774-bd67-a2c6f9a4d90c,Cappuccino Coffee,Coffee,4500
e052e3b0-7332-4a0a-a09f-8bd8bb48c9eb,Strawberry Cake,Cake,5500
568cdd3e-07ed-426c-8a8a-3994c43b65b1,Mocha Coffee,Coffee,5000
966a290d-b11b-4446-bd29-8dfcda3e639f,Americano Coffee,Coffee,3000
b396368b-73ea-4468-b21d-c1469b5ab814,Mocha Coffee,Coffee,5000
cf6429b6-8cfb-4522-901d-8ebb97e93913,Orange Juice,Juice,2000
f089f597-3710-4637-ac5c-3fe395c93095,Mocha Coffee,Coffee,5000
cb3263ed-0cda-4e80-b246-3b1d27f323a0,Cappuccino Coffee,Coffee,4500
6cf971cb-ab5d-4931-8821-5c29cf369892,Pineapple Juice,Juice,3500
