Id,Name,Type,Address
6da4f0b9-183e-4cfe-b3b0-116030530580,  메가커피  고성군3호점,  메가커피,충청북도 고성군 30로 72
cd0c6ada-a12a-46b9-920a-5bbaf7bdabf0,  메가커피  강릉시4호점,  메가커피,충청북도 강릉시 19길 37
2cd5f002-7012-4870-8fbd-255f7a3ef169,투썸플레이스  강서구4호점,투썸플레이스,부산시 강서구 32로 44
1135c4cf-1cd4-421f-9b29-ef09784ad3ff,   커피빈   중구8호점,   커피빈,부산시 중구 09로 09
1bc33a03-745a-4bd2-9a69-e01a9c932243,  스타벅스  괴산군5호점,  스타벅스,충청남도 괴산군 13로 77
fbb5aba2-2441-46ee-8321-4251682159cc,   이디야  여주시3호점,   이디야,경기도 여주시 51길 35
3ee30c4f-da72-44ee-a193-44b21cd49fc8,   이디야  양평군6호점,   이디야,경기도 양평군 57길 50
194b4394-2979-4f68-ba24-a25ce72f36b0,  스타벅스   중구7호점,  스타벅스,부산시 중구 41로 84
1f236dee-2676-41f9-b27b-06e811d3ce42,  탐앤탐스  봉화군4호점,  탐앤탐스,경상남도 봉화군 50길 35
84d3100d-0372-461a-92cf-957e0964ab2e,  메가커피  성동구8호점,  메가커피,서울시 성동구 40로 40
ca3404a1-ac93-401a-a88e-8b0fe6e50cff,   이디야  원주시1호점,   이디야,충청북도 원주시 37로 36
b06a951b-caf4-490a-a1d5-e42301c71a01,   이디야  사상구3호점,   이디야,부산시 사상구 01로 20
78eeb712-582d-44b9-9c30-3cd36038c7a7,   이디야  사하구7호점,   이디야,부산시 사하구 15로 53
0bed1919-9aac-48e9-962d-d64868687d22,  스타벅스  부안군3호점,  스타벅스,전라남도 부안군 37로 97
da63fbf8-7a0e-462f-8b65-796985e66c8f,  탐앤탐스  영월군7호점,  탐앤탐스,충청북도 영월군 01길 41
b9d1cf58-fa86-4f17-b21a-20da033f2682,투썸플레이스  의성군9호점,투썸플레이스,경상남도 의성군 27길 60
3c8e9047-b8fa-4db6-b78a-ccfd06806037,  탐앤탐스  사하구9호점,  탐앤탐스,부산시 사하구 29로 72
8cd8dca3-66ad-46f5-b685-cef9f5481eb5,  메가커피  부여군7호점,  메가커피,전라북도 부여군 13길 87
60e36cb5-1582-4f4b-bd66-b1bb87251070,  탐앤탐스  광진구4호점,  탐앤탐스,서울시 광진구 73길 64
aa23ef9e-2736-4a9a-b82c-6b78fea9e36c,   이디야  용인시4호점,   이디야,경기도 용인시 70길 78
c7d9acce-f164-4f94-b4fc-6add7599c983,   이디야  창녕군8호점,   이디야,강원도 창녕군 65길 15
