Id,OrderAt,StoreId,UserId
500bda0a-54f1-412d-bb83-aa9835eab2df,2023-01-01 02:25:32,6ad32f53-3ff0-4600-9b20-59b0702fc69e,647c956f-7a31-4d11-a342-ffc64baadb71
d790ca2b-109f-4ea5-89aa-2f271c6636ae,2023-11-28 14:03:05,30872854-b18a-4910-a3f5-e3a724ca85b5,e83aabee-e2b0-40fe-b988-5cf87c925fcc
7c50a15e-11a0-46eb-85a2-7555047a3a8e,2023-01-21 01:25:02,80ea5bf8-eaaf-4ff2-b787-410f02b1fc8a,25c07032-92ea-46b7-9b02-1ded4b6a500c
414e41d8-911a-4ecb-b20f-9fda5fbc9a41,2023-02-14 13:17:47,545bbbd5-c7b8-46c2-a4a2-5f24a24d97c5,b8ff4aae-d25d-4e75-9b07-c7e361fabad2
13c54cc4-8385-498d-bcc5-2fba787797b9,2023-01-20 18:02:33,1bc33a03-745a-4bd2-9a69-e01a9c932243,fc60e2a1-3fd8-4228-bd35-f5fc004618a4
2a31e4bd-2697-40ae-a816-5e88dc1a27d5,2023-03-10 18:60:21,7688a8a1-cfc7-4983-a706-f0172fb9c92c,b3012a71-83dc-4698-a5c1-7b27e48b9da1
602c5ce0-2db0-44d2-a070-41d5330e3f6c,2023-03-06 15:18:45,af8fe4aa-da8f-48c2-b49b-7eb9b38e754e,99f355a4-6ca0-480f-ae36-adf9390daf9c
a5d49b40-b693-4173-82d5-52c8b3cc50dd,2023-05-12 05:40:06,616c520b-ce55-4600-be3c-500a24606386,eedae726-09c1-4bd8-ad4b-f1ce5424f374
bdf9f608-2446-474e-b6b8-ce8a16810225,2023-12-05 03:47:52,b3f61c5b-9bce-421c-9597-fa39d11ebb3a,4f8887bc-9090-4ce0-9259-885c8b0f4ddf
518ece02-5bdd-459e-9744-b4a433f28b16,2023-10-13 01:04:08,ccb8a4c5-30e1-470e-9d5c-dd401f71cdb1,47509718-c538-4f41-b76a-3f3c3f14138c
a14312d2-544a-4d49-9fb7-4465dc8e0c95,2023-08-01 14:21:15,bba794f3-4024-4f46-9c7b-ac44e78139b6,7af346ca-fc48-4e26-a4ba-13be4b73e609
ed351409-bf59-47e1-b00c-bfb94faef081,2023-10-08 09:04:39,2cd5f002-7012-4870-8fbd-255f7a3ef169,30612792-7270-44c3-a577-d752a6c29c1c
6fcb90b3-7200-435a-8512-9e79e4550bb3,2023-03-01 06:44:15,e6596cec-3c66-4cac-8ab3-1e5d45eea22c,81220fef-424b-4fba-8c4e-8ac6d4fa1d0d
df0d2fa3-7b4b-4235-8950-95fc6d63748d,2023-04-28 02:27:10,66fecbf8-37de-4b90-8a84-02d2883df66c,c570aa4a-bfda-41fe-8f0f-9a04465b942f
f27cd232-3b1b-4471-83fc-dab688b5eb26,2023-06-07 04:30:26,0d71238b-cb5d-4b11-9f51-14caef076fda,b55bee88-bb87-473b-9b7c-7f2b39fe528b
4931c801-6b11-43e5-8982-e5487e196f8e,2023-08-30 22:34:60,d89f8c89-0e41-48b2-ac8e-ec134e464bc2,3f3d0802-2c42-498e-8997-386f3c8f2048
9f0354d8-0f23-47c6-ad8a-f322b1dc2b22,2023-03-23 05:13:06,7c550b5c-1373-4fcc-97f0-845377af7359,16676155-c4c4-4a0d-95a1-4d42015a6d16
197a33b3-b3df-4afd-9181-618a71cbb613,2023-08-29 18:22:48,86952bf0-75af-408f-9a53-3a5a235e51f3,958b922a-30e3-4271-a5f8-50fe7342407d
83cb2d42-b934-4ab1-8756-0262b7d22bb9,2023-09-22 23:60:25,3686af43-1a92-45b0-aac0-2c2874240977,4123130a-fe02-415b-b1d3-4c797f64c21d
b1733440-86b7-42bb-b211-a5ce17cf9698,2023-06-31 00:57:05,770b6009-b1b8-49d8-9682-7e52aa69ec79,287720dc-1258-419f-bfc7-14bb3e75d1db
