Id,Name,Type,UnitPrice
12505d9a-8d7e-4609-a8b7-e357f0fe8d7f,Latte Coffee,Coffee,4000
777198b3-74ba-4544-b83a-25b1453d7c34,Americano Coffee,Coffee,3000
368705e9-b205-4337-b0bf-2587aeafd49e,Chocolate Cake,Cake,6000
690d6330-6abf-48a9-8a7d-180fd0fa50c6,Apple Juice,Juice,2500
a3a54a89-93e5-45b6-b981-9b6f59b8e05a,Grape Juice,Juice,3000
ed1f2594-6928-4d33-8c47-fa2c34ae2e41,Grape Juice,Juice,3000
d2b8a6a6-38ea-42a5-92f5-7a07d56ed951,Watermelon Juice,Juice,4000
28702676-f907-4159-8bf3-84924f6658be,Strawberry Cake,Cake,5500
2e92440c-282b-4bd7-8d50-a41b469064ce,Espresso Coffee,Coffee,2500
63a2395e-fe9f-445b-be98-053ac5a85558,Mocha Coffee,Coffee,5000
7274a19a-beda-4a0e-aa38-08c15f79c0be,Americano Coffee,Coffee,3000
0f47eb9b-40cd-4485-80d0-2ed078496f2f,Vanilla Cake,Cake,5000
90bbe898-f832-404f-971f-9d63bcc6d828,Mocha Coffee,Coffee,5000
59b3dc3c-ee1b-410d-8924-9b4b7846aa45,Cappuccino Coffee,Coffee,4500
841deb99-b449-4162-b030-bd69207e40db,Chocolate Cake,Cake,6000
